# General
## Title
### Total Precipitation
## Abstract
### CMIP5
## Date
### 2021-02-24
## Date type
### Publication: Date identifies when the data was issued
## Unit
### m
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1951-01-01-0000
## End date
### 2100-12-31-2100
## Temporal resolution
### 1 year
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1951-12-31,1.1622991053272358,1.0299193827011088,1.28076941785861,0.7368397835312651,1.022717648575993,1.38501013256106,0.35910999114469727,0.6905101812942284,0.7765468694986324,0.7848145843471775,0.5654497283305434,0.8856028541428292,0.5985998291886993,0.6199873064340555,0.8288577860271642,1.06679111036355,0.6461028730977093,1.088497854975631,1.520976764304694,0.8842754800172316,0.0,0.719448194421651,0.7586945172652877,0.6921785973150955,1.3840502503185916,0.7927191364999584,0.0,0.6914231527915407,1.3198993094688056,0.7076899426463759,0.6280355747236112,1.0162867372005782,1.0396245833955888,0.7446927099833726,1.0360102546280316,0.7466873587234488,0.6495035895482302,0.9724881461605506
1952-12-31,1.0071841629509262,1.064646877464079,1.3262966284910305,0.7878506201595384,0.7725624863933003,1.511857144884135,0.4738623910464802,0.6483054303576711,0.8265047272575026,0.7323400110826535,0.8400187642886867,0.8517864311225494,0.6314004460118193,0.7373125181044441,0.849516907487573,1.0572073619960773,0.6563444633745731,1.026089087957078,1.228082791401195,0.9144727093276597,0.0,0.7771416454967232,0.7495684359235097,0.8225296884814662,1.6129654235997546,0.6079135027305105,0.0,0.8106058414588807,1.301439077142454,0.7744313126869625,0.7194297054665117,0.7575277707031429,0.7122097303260282,0.8128820345417775,1.1193972130413807,0.7359742682913253,0.8368956563973899,0.9655142235968988
1953-12-31,1.4958770289029952,1.380021140258037,1.6206065659645021,0.7969693376644447,0.9263491951979861,1.7456836453512392,0.4946571393375142,0.8521920788257318,0.8420845089952874,0.7555085350012214,0.6997602335076238,0.9572885165301424,0.692595008152355,0.6731877150601715,1.0042099422107154,1.397680904850299,0.8051765285741296,1.0785785988575067,1.31038217363429,1.1403806220493917,0.0,0.7879555930720893,0.7933357319196145,0.7852662875905242,1.8945697323336224,0.8274728963688041,0.0,0.7149287136361157,1.3339286768128462,0.8359184842600924,0.8370744320679269,0.9479487788736141,0.9826997612587977,0.8122159434491264,1.675411093348434,1.0317198466588082,0.7811354423156007,0.979629236752971
1954-12-31,1.1852165120434122,1.0325547897080365,1.1792475514282836,0.6989941902126876,0.6868759874038661,1.3834036443863569,0.4188858103031107,0.5980330474084822,0.6967984527891163,0.8271946423247207,0.6227652529524461,0.7752755550301983,0.6741479300082136,0.7204226043463052,0.9281683746419496,0.9934730793588641,0.5153587378782649,1.1341512547866641,1.3671472377370968,1.0007973596642048,0.0,0.6897013977243343,0.6966835422231216,0.6837933582475252,1.553026038689162,0.6142807560345542,0.0,0.7164189736427427,1.2445105415261157,0.6423155980747303,0.8872120585505046,0.6189447522748746,0.6723723858411816,0.7633056595595531,1.1559984923017308,0.6006357304601829,0.6327407550871691,0.89920834918514
1955-12-31,1.0121267399744278,1.2835207486703308,0.9521215113665568,1.0249116277626236,0.678425666422096,1.7981267147200872,0.48091528071546624,0.7907897888279607,0.959622303948242,0.9282245401282714,0.7773760853273293,0.6338910622622955,0.6166065453566939,0.7081994723382519,1.0150010722914966,0.8315552804496175,0.6322082222758968,1.2156666236981886,1.2413185982412884,0.7521528662759154,0.0,0.8857415234483794,0.9222323899554744,0.8291489509297307,1.1685175316580343,0.5412956504646422,0.0,1.0064260100651323,1.2878196096952745,0.8287904523078239,0.7177892169568486,0.899164481464457,0.7059853555411132,0.8660458708490055,1.0770081559368756,0.8742023618289881,0.7785838126664261,1.0597176468701526
1956-12-31,1.346679999420276,1.1572535570729399,1.3059688722571874,0.8433425818520227,0.8040878407189211,1.55052930424608,0.33903762324592074,0.6946235313693633,0.7889358074905929,0.8506961775326807,0.7687612133960091,0.703227296276042,0.9681561267086896,0.7499532665843124,1.0609450722122664,1.0933218334631578,0.6631030959550868,1.0689649442911136,1.0376214816148635,1.1184481566880178,0.0,0.7705570267691151,0.9519581246334762,0.8206594814019169,1.6030277901292265,0.7725158407596634,0.0,0.7954648400327935,1.2375059895495961,0.7872864374947542,1.0529491389052332,0.8830867481302898,0.7766320488455937,0.8402324314818344,1.3469855636665038,0.8393087561306084,0.6634889738315215,1.0146556847606913
1957-12-31,1.076686535840077,1.0814794274591688,1.2029485821950783,0.9115928450660946,0.8261826129533195,1.5986110024097069,0.4618487720980048,0.7694186320495141,0.8281204832386208,0.8893617140476024,0.755234515206317,0.6908036853435454,0.7677503819689596,0.6665796478566288,0.9941062233160692,0.9551886280836728,0.6454552020755253,1.1925310158231746,1.1560248211015878,0.9599890154299507,0.0,0.7949804278390348,0.7949387194963862,0.8173748430786271,1.4697728267458567,0.6772935062753604,0.0,0.9061309556645555,1.4231780993149035,0.7752803680214423,0.9795906481607025,0.9161804178826423,0.8654139625283903,0.8532291386376796,1.1931612679841468,0.8151485504208454,0.7583257090990436,1.1257322129267642
1958-12-31,1.2636357268206058,1.2573326492098122,1.2897511288020713,0.853911748595687,1.0702448518918084,1.7349959864120101,0.3811111851213878,0.8485965487668887,0.9224316884210554,0.8983835397025707,0.7938044697455304,0.9353700142009467,0.6643650762123965,0.7414859302356777,0.884339457218148,1.0855276765550077,0.7183667729149169,1.1075737341958056,1.4889662161847763,0.9468309174452608,0.0,0.8118725722961458,0.8715570317090741,0.7610721928305241,1.5872000379425075,0.9074981464840013,0.0,0.7761770702816588,1.261391704343916,0.8849849184812756,0.6980540650660173,1.1254614182998637,0.904695484141898,0.7484974695644352,1.178966928108462,0.924115381255933,0.6774248114798843,0.9943608050208133
1959-12-31,0.8276488333168508,0.8644827831626517,0.8344159148293618,0.6850306780133424,0.5973685171566169,1.387460973606565,0.3157014355485608,0.5253199901902187,0.6464500155350662,0.6016967262400301,0.5877758913824109,0.7200339431712539,0.6086515103127978,0.6405926165737995,0.8613893140431244,0.7511793743825477,0.44840245988906613,0.9454572709178111,1.486354662663523,1.0163564729609622,0.0,0.5815681386050487,0.6092630008009283,0.6409699959870219,1.0660812324751665,0.585772037794359,0.0,0.6061682370742418,1.3385807224756054,0.5578847628955993,0.6926562811248274,0.6271935825174574,0.5520398933919671,0.6378826937252766,0.8395433081262151,0.5911530194698087,0.6682230730243408,0.8834143235579613
1960-12-31,1.2635376504955937,0.9868028213097528,1.0986670883935639,0.7811269959776358,0.606246411300894,1.4938588933514996,0.3931247513511062,0.6410658806232639,0.7888573245162721,0.7773159425756409,0.7663330143504828,0.8093853679066753,0.6129221266137832,0.5997338870594345,0.851903324330648,0.8745690542244265,0.5702275129313693,1.0271974652192783,1.298432494362744,0.8975535601851706,0.0,0.7490172256403591,0.7978348160716425,0.7781023093616852,1.3953631031763678,0.6353455886167784,0.0,0.7607963079983432,1.3493091529417773,0.6976926273607317,0.7876387504493954,0.6770205296480734,0.634718916424911,0.6886409928612166,0.9944955391119223,0.6583136579556899,0.6986751935984917,0.9327681079658351
